root,"root node",,0
9541,"corepressor interacting with RBPJ, CIR1",v23_40,1
9542,"neuregulin 2",v02_40,1
9542,"neuregulin 2",v40_40,1
9552,"sperm associated antigen 7",v26_40,1
9553,"mitochondrial ribosomal protein L33",v26_40,1
9553,"mitochondrial ribosomal protein L33",v37_40,1
9555,"macroH2A.1 histone",v15_40,1
9555,"macroH2A.1 histone",v16_40,1
9562,"multiple inositol-polyphosphate phosphatase 1",v16_40,1
9563,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",v40_40,1
9567,"GTP binding protein 1",v16_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v01_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v02_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v03_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v04_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v06_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v07_40,1
9568,"gamma-aminobutyric acid type B receptor subunit 2",v37_40,1
9570,"golgi SNAP receptor complex member 2",v21_40,1
9570,"golgi SNAP receptor complex member 2",v24_40,1
9572,"nuclear receptor subfamily 1 group D member 1",v19_40,1
9573,"growth differentiation factor 3",v38_40,1
9576,"sperm associated antigen 6",v04_40,1
9576,"sperm associated antigen 6",v23_40,1
9576,"sperm associated antigen 6",v24_40,1
9576,"sperm associated antigen 6",v35_40,1
9577,"BRISC and BRCA1 A complex member 2",v37_40,1
9582,"apolipoprotein B mRNA editing enzyme catalytic subunit 3B",v16_40,1
9582,"apolipoprotein B mRNA editing enzyme catalytic subunit 3B",v30_40,1
9585,"kinesin family member 20B",v15_40,1
9585,"kinesin family member 20B",v16_40,1
9585,"kinesin family member 20B",v24_40,1
9586,"cAMP responsive element binding protein 5",v04_40,1
9589,"WT1 associated protein",v15_40,1
9589,"WT1 associated protein",v22_40,1
9595,"cytohesin 1 interacting protein",v12_40,1
9595,"cytohesin 1 interacting protein",v14_40,1
9595,"cytohesin 1 interacting protein",v15_40,1
9595,"cytohesin 1 interacting protein",v16_40,1
9595,"cytohesin 1 interacting protein",v28_40,1
9595,"cytohesin 1 interacting protein",v32_40,1
9601,"protein disulfide isomerase family A member 4",v36_40,1
9603,"nuclear factor, erythroid 2 like 3",v21_40,1
9604,"ring finger protein 14",v24_40,1
9607,"CART prepropeptide",v01_40,1
9609,"RAB36, member RAS oncogene family",v35_40,1
9609,"RAB36, member RAS oncogene family",v36_40,1
9611,"nuclear receptor corepressor 1",v02_40,1
9617,"mitochondrial translation release factor 1",v24_40,1
9618,"TNF receptor associated factor 4",v30_40,1
9618,"TNF receptor associated factor 4",v38_40,1
9620,"cadherin EGF LAG seven-pass G-type receptor 1",v11_40,1
9620,"cadherin EGF LAG seven-pass G-type receptor 1",v19_40,1
9620,"cadherin EGF LAG seven-pass G-type receptor 1",v38_40,1
9623,"TCL1 family AKT coactivator B",v16_40,1
9625,"apoptosis associated tyrosine kinase",v01_40,1
9625,"apoptosis associated tyrosine kinase",v02_40,1
9625,"apoptosis associated tyrosine kinase",v03_40,1
9625,"apoptosis associated tyrosine kinase",v04_40,1
9625,"apoptosis associated tyrosine kinase",v06_40,1
9625,"apoptosis associated tyrosine kinase",v07_40,1
9627,"synuclein alpha interacting protein",v20_40,1
9628,"regulator of G protein signaling 6",v03_40,1
9631,"nucleoporin 155",v15_40,1
9631,"nucleoporin 155",v24_40,1
9632,"SEC24 homolog C, COPII coat complex component",v27_40,1
9633,"testis expressed metallothionein like protein",v24_40,1
9635,"chloride channel accessory 2",v12_40,1
9635,"chloride channel accessory 2",v19_40,1
9635,"chloride channel accessory 2",v27_40,1
9635,"chloride channel accessory 2",v39_40,1
9637,"fasciculation and elongation protein zeta 2",v26_40,1
9638,"fasciculation and elongation protein zeta 1",v01_40,1
9638,"fasciculation and elongation protein zeta 1",v02_40,1
9638,"fasciculation and elongation protein zeta 1",v03_40,1
9638,"fasciculation and elongation protein zeta 1",v04_40,1
9638,"fasciculation and elongation protein zeta 1",v06_40,1
9638,"fasciculation and elongation protein zeta 1",v07_40,1
9640,"zinc finger protein 592",v26_40,1
9641,"inhibitor of nuclear factor kappa B kinase subunit epsilon",v12_40,1
9641,"inhibitor of nuclear factor kappa B kinase subunit epsilon",v15_40,1
9645,"microtubule associated monooxygenase, calponin and LIM domain containing 2",v01_40,1
9645,"microtubule associated monooxygenase, calponin and LIM domain containing 2",v02_40,1
9645,"microtubule associated monooxygenase, calponin and LIM domain containing 2",v25_40,1
9650,"mitochondrial fission regulator 1",v34_40,1
9653,"heparan sulfate 2-O-sulfotransferase 1",v37_40,1
9654,"tubulin tyrosine ligase like 4",v24_40,1
9655,"suppressor of cytokine signaling 5",v02_40,1
9656,"mediator of DNA damage checkpoint 1",v24_40,1
9657,"IQ motif containing B1",v24_40,1
9658,"zinc finger protein 516",v20_40,1
9658,"zinc finger protein 516",v23_40,1
9658,"zinc finger protein 516",v24_40,1
9659,"phosphodiesterase 4D interacting protein",v21_40,1
9659,"phosphodiesterase 4D interacting protein",v25_40,1
9659,"phosphodiesterase 4D interacting protein",v26_40,1
9662,"centrosomal protein 135",v15_40,1
9663,"lipin 2",v31_40,1
9666,"DAZ interacting zinc finger protein 3",v24_40,1
9666,"DAZ interacting zinc finger protein 3",v35_40,1
9670,"importin 13",v01_40,1
9670,"importin 13",v03_40,1
9670,"importin 13",v04_40,1
9670,"importin 13",v07_40,1
9670,"importin 13",v24_40,1
9670,"importin 13",v26_40,1
9673,"solute carrier family 25 member 44",v31_40,1
9674,"KIAA0040",v21_40,1
9677,"diphosphoinositol pentakisphosphate kinase 1",v02_40,1
9677,"diphosphoinositol pentakisphosphate kinase 1",v35_40,1
9679,"family with sequence similarity 53 member B",v38_40,1
9683,"NEDD4 binding protein 1",v27_40,1
9683,"NEDD4 binding protein 1",v35_40,1
9687,"growth regulating estrogen receptor binding 1",v20_40,1
9687,"growth regulating estrogen receptor binding 1",v22_40,1
9687,"growth regulating estrogen receptor binding 1",v23_40,1
9687,"growth regulating estrogen receptor binding 1",v24_40,1
9687,"growth regulating estrogen receptor binding 1",v35_40,1
9687,"growth regulating estrogen receptor binding 1",v39_40,1
9688,"nucleoporin 93",v24_40,1
9690,"ubiquitin protein ligase E3C",v26_40,1
9692,"protein only RNase P catalytic subunit",v15_40,1
9692,"protein only RNase P catalytic subunit",v24_40,1
9693,"Rap guanine nucleotide exchange factor 2",v14_40,1
9695,"ER degradation enhancing alpha-mannosidase like protein 1",v15_40,1
9699,"regulating synaptic membrane exocytosis 2",v01_40,1
9699,"regulating synaptic membrane exocytosis 2",v02_40,1
9699,"regulating synaptic membrane exocytosis 2",v03_40,1
9699,"regulating synaptic membrane exocytosis 2",v06_40,1
9699,"regulating synaptic membrane exocytosis 2",v35_40,1
9699,"regulating synaptic membrane exocytosis 2",v37_40,1
9700,"extra spindle pole bodies like 1, separase",v15_40,1
9700,"extra spindle pole bodies like 1, separase",v16_40,1
9700,"extra spindle pole bodies like 1, separase",v24_40,1
9700,"extra spindle pole bodies like 1, separase",v27_40,1
9701,"protein phosphatase 6 regulatory subunit 2",v24_40,1
9701,"protein phosphatase 6 regulatory subunit 2",v31_40,1
9702,"centrosomal protein 57",v15_40,1
9702,"centrosomal protein 57",v24_40,1
9704,"DExH-box helicase 34",v24_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v01_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v02_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v03_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v04_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v07_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v21_40,1
9705,"ST18 C2H2C-type zinc finger transcription factor",v35_40,1
9706,"unc-51 like autophagy activating kinase 2",v04_40,1
9706,"unc-51 like autophagy activating kinase 2",v07_40,1
9706,"unc-51 like autophagy activating kinase 2",v24_40,1
9708,"protocadherin gamma subfamily A, 8",v07_40,1
9709,"homocysteine inducible ER protein with ubiquitin like domain 1",v22_40,1
9712,"USP6 N-terminal like",v21_40,1
9712,"USP6 N-terminal like",v24_40,1
9712,"USP6 N-terminal like",v27_40,1
9715,"family with sequence similarity 131 member B",v01_40,1
9715,"family with sequence similarity 131 member B",v02_40,1
9715,"family with sequence similarity 131 member B",v03_40,1
9715,"family with sequence similarity 131 member B",v04_40,1
9715,"family with sequence similarity 131 member B",v06_40,1
9715,"family with sequence similarity 131 member B",v07_40,1
9716,"aquarius intron-binding spliceosomal factor",v02_40,1
9717,"SEC14 like lipid binding 5",v01_40,1
9717,"SEC14 like lipid binding 5",v03_40,1
9717,"SEC14 like lipid binding 5",v04_40,1
9717,"SEC14 like lipid binding 5",v06_40,1
9717,"SEC14 like lipid binding 5",v07_40,1
9719,"ADAMTS like 2",v37_40,1
9721,"G protein regulated inducer of neurite outgrowth 2",v32_40,1
9722,"nitric oxide synthase 1 adaptor protein",v02_40,1
9725,"transmembrane protein 63A",v04_40,1
9727,"RAB11 family interacting protein 3",v02_40,1
9727,"RAB11 family interacting protein 3",v34_40,1
9729,"KIAA0408",v01_40,1
9729,"KIAA0408",v02_40,1
9729,"KIAA0408",v03_40,1
9729,"KIAA0408",v26_40,1
9730,"DDB1 and CUL4 associated factor 1",v24_40,1
9733,"spliceosome associated factor 3, U4/U6 recycling protein",v15_40,1
9734,"histone deacetylase 9",v14_40,1
9735,"kinetochore associated 1",v15_40,1
9735,"kinetochore associated 1",v16_40,1
9735,"kinetochore associated 1",v24_40,1
9736,"ubiquitin specific peptidase 34",v15_40,1
9736,"ubiquitin specific peptidase 34",v22_40,1
9739,"SET domain containing 1A, histone lysine methyltransferase",v02_40,1
9742,"intraflagellar transport 140",v23_40,1
9742,"intraflagellar transport 140",v24_40,1
9742,"intraflagellar transport 140",v36_40,1
9743,"Rho GTPase activating protein 32",v27_40,1
9744,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",v12_40,1
9744,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",v14_40,1
9744,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",v15_40,1
9744,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",v16_40,1
9745,"zinc finger protein 536",v01_40,1
9745,"zinc finger protein 536",v02_40,1
9745,"zinc finger protein 536",v03_40,1
9745,"zinc finger protein 536",v04_40,1
9745,"zinc finger protein 536",v06_40,1
9745,"zinc finger protein 536",v07_40,1
9746,"calsyntenin 3",v02_40,1
9748,"STE20 like kinase",v27_40,1
9749,"phosphatase and actin regulator 2",v21_40,1
9749,"phosphatase and actin regulator 2",v37_40,1
9750,"RHO family interacting cell polarization regulator 2",v12_40,1
9750,"RHO family interacting cell polarization regulator 2",v14_40,1
9750,"RHO family interacting cell polarization regulator 2",v15_40,1
9750,"RHO family interacting cell polarization regulator 2",v16_40,1
9750,"RHO family interacting cell polarization regulator 2",v21_40,1
9751,"syntaphilin",v01_40,1
9751,"syntaphilin",v02_40,1
9751,"syntaphilin",v03_40,1
9752,"protocadherin alpha 9",v01_40,1
9752,"protocadherin alpha 9",v02_40,1
9752,"protocadherin alpha 9",v03_40,1
9752,"protocadherin alpha 9",v06_40,1
9752,"protocadherin alpha 9",v07_40,1
9752,"protocadherin alpha 9",v24_40,1
9752,"protocadherin alpha 9",v35_40,1
9753,"zinc finger and SCAN domain containing 12",v15_40,1
9753,"zinc finger and SCAN domain containing 12",v38_40,1
9754,"StAR related lipid transfer domain containing 8",v21_40,1
9754,"StAR related lipid transfer domain containing 8",v32_40,1
9754,"StAR related lipid transfer domain containing 8",v34_40,1
9757,"lysine methyltransferase 2B",v24_40,1
9757,"lysine methyltransferase 2B",v38_40,1
9758,"FERM and PDZ domain containing 4",v01_40,1
9758,"FERM and PDZ domain containing 4",v02_40,1
9758,"FERM and PDZ domain containing 4",v03_40,1
9760,"thymocyte selection associated high mobility group box",v01_40,1
9760,"thymocyte selection associated high mobility group box",v15_40,1
9762,"leucine zipper tumor suppressor family member 3",v02_40,1
9764,"KIAA0513",v01_40,1
9764,"KIAA0513",v02_40,1
9764,"KIAA0513",v03_40,1
9764,"KIAA0513",v06_40,1
9764,"KIAA0513",v35_40,1
9765,"zinc finger FYVE-type containing 16",v04_40,1
9767,"jade family PHD finger 3",v21_40,1
9767,"jade family PHD finger 3",v24_40,1
9767,"jade family PHD finger 3",v37_40,1
9768,"PCNA clamp associated factor",v15_40,1
9768,"PCNA clamp associated factor",v16_40,1
9771,"Rap guanine nucleotide exchange factor 5",v01_40,1
9771,"Rap guanine nucleotide exchange factor 5",v03_40,1
9771,"Rap guanine nucleotide exchange factor 5",v04_40,1
9771,"Rap guanine nucleotide exchange factor 5",v07_40,1
9774,"BCL2 associated transcription factor 1",v15_40,1
9776,"autophagy related 13",v24_40,1
9776,"autophagy related 13",v35_40,1
9777,"transmembrane 9 superfamily member 4",v24_40,1
9783,"regulating synaptic membrane exocytosis 3",v01_40,1
9783,"regulating synaptic membrane exocytosis 3",v02_40,1
9783,"regulating synaptic membrane exocytosis 3",v03_40,1
9783,"regulating synaptic membrane exocytosis 3",v06_40,1
9783,"regulating synaptic membrane exocytosis 3",v07_40,1
9786,"KIAA0586",v15_40,1
9786,"KIAA0586",v24_40,1
9787,"DLG associated protein 5",v15_40,1
9787,"DLG associated protein 5",v16_40,1
9787,"DLG associated protein 5",v24_40,1
9788,"MTSS I-BAR domain containing 1",v19_40,1
9788,"MTSS I-BAR domain containing 1",v24_40,1
9788,"MTSS I-BAR domain containing 1",v26_40,1
9789,"signal peptidase complex subunit 2",v22_40,1
9789,"signal peptidase complex subunit 2",v40_40,1
9792,"SERTA domain containing 2",v15_40,1
9794,"mastermind like transcriptional coactivator 1",v02_40,1
9796,"phytanoyl-CoA 2-hydroxylase interacting protein",v01_40,1
9796,"phytanoyl-CoA 2-hydroxylase interacting protein",v02_40,1
9797,"TatD DNase domain containing 2",v15_40,1
9810,"ring finger protein 40",v24_40,1
9813,"EF-hand calcium binding domain 14",v24_40,1
9814,"SFI1 centrin binding protein",v02_40,1
9814,"SFI1 centrin binding protein",v15_40,1
9815,"GIT ArfGAP 2",v12_40,1
9815,"GIT ArfGAP 2",v14_40,1
9815,"GIT ArfGAP 2",v15_40,1
9815,"GIT ArfGAP 2",v16_40,1
9816,"URB2 ribosome biogenesis homolog",v24_40,1
9817,"kelch like ECH associated protein 1",v26_40,1
9819,"TSC22 domain family member 2",v24_40,1
9819,"TSC22 domain family member 2",v27_40,1
9820,"cullin 7",v35_40,1
9824,"Rho GTPase activating protein 11A",v15_40,1
9824,"Rho GTPase activating protein 11A",v16_40,1
9825,"spermatogenesis associated 2",v24_40,1
9826,"Rho guanine nucleotide exchange factor 11",v06_40,1
9826,"Rho guanine nucleotide exchange factor 11",v24_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v01_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v02_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v03_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v04_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v06_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v07_40,1
9829,"DnaJ heat shock protein family (Hsp40) member C6",v35_40,1
9830,"tripartite motif containing 14",v15_40,1
9830,"tripartite motif containing 14",v30_40,1
9830,"tripartite motif containing 14",v31_40,1
9831,"zinc finger protein 623",v15_40,1
9832,"janus kinase and microtubule interacting protein 2",v01_40,1
9832,"janus kinase and microtubule interacting protein 2",v02_40,1
9832,"janus kinase and microtubule interacting protein 2",v03_40,1
9832,"janus kinase and microtubule interacting protein 2",v04_40,1
9832,"janus kinase and microtubule interacting protein 2",v06_40,1
9832,"janus kinase and microtubule interacting protein 2",v07_40,1
9833,"maternal embryonic leucine zipper kinase",v15_40,1
9833,"maternal embryonic leucine zipper kinase",v16_40,1
9833,"maternal embryonic leucine zipper kinase",v24_40,1
9833,"maternal embryonic leucine zipper kinase",v27_40,1
9837,"GINS complex subunit 1",v15_40,1
9837,"GINS complex subunit 1",v16_40,1
9837,"GINS complex subunit 1",v24_40,1
9842,"pleckstrin homology and RUN domain containing M1",v27_40,1
9846,"GRB2 associated binding protein 2",v04_40,1
9848,"microfibril associated protein 3 like",v24_40,1
9849,"zinc finger protein 518A",v15_40,1
9856,"KIAA0319",v01_40,1
9856,"KIAA0319",v02_40,1
9856,"KIAA0319",v03_40,1
9856,"KIAA0319",v06_40,1
9856,"KIAA0319",v35_40,1
9857,"centrosomal protein 350",v15_40,1
9857,"centrosomal protein 350",v24_40,1
9861,"proteasome 26S subunit, non-ATPase 6",v24_40,1
9861,"proteasome 26S subunit, non-ATPase 6",v38_40,1
9865,"TLR4 interactor with leucine rich repeats",v01_40,1
9865,"TLR4 interactor with leucine rich repeats",v03_40,1
9865,"TLR4 interactor with leucine rich repeats",v04_40,1
9865,"TLR4 interactor with leucine rich repeats",v07_40,1
9866,"tripartite motif containing 66",v24_40,1
9866,"tripartite motif containing 66",v31_40,1
9869,"SET domain bifurcated histone lysine methyltransferase 1",v24_40,1
9869,"SET domain bifurcated histone lysine methyltransferase 1",v38_40,1
9874,"tousled like kinase 1",v15_40,1
9874,"tousled like kinase 1",v21_40,1
9874,"tousled like kinase 1",v24_40,1
9878,"TOX high mobility group box family member 4",v15_40,1
9878,"TOX high mobility group box family member 4",v22_40,1
9878,"TOX high mobility group box family member 4",v24_40,1
9878,"TOX high mobility group box family member 4",v26_40,1
9879,"DEAD-box helicase 46",v15_40,1
9880,"zinc finger and BTB domain containing 39",v24_40,1
9884,"leucine rich repeat containing 37A",v15_40,1
9884,"leucine rich repeat containing 37A",v24_40,1
9885,"oxysterol binding protein like 2",v02_40,1
9885,"oxysterol binding protein like 2",v27_40,1
9886,"Rho related BTB domain containing 1",v21_40,1
9886,"Rho related BTB domain containing 1",v26_40,1
9887,"SMG7 nonsense mediated mRNA decay factor",v15_40,1
9887,"SMG7 nonsense mediated mRNA decay factor",v24_40,1
9889,"zinc finger BED-type containing 4",v15_40,1
9890,"phospholipid phosphatase related 4",v01_40,1
9890,"phospholipid phosphatase related 4",v03_40,1
9890,"phospholipid phosphatase related 4",v35_40,1
9892,"synaptosome associated protein 91",v01_40,1
9892,"synaptosome associated protein 91",v02_40,1
9892,"synaptosome associated protein 91",v03_40,1
9892,"synaptosome associated protein 91",v06_40,1
9892,"synaptosome associated protein 91",v07_40,1
9892,"synaptosome associated protein 91",v24_40,1
9892,"synaptosome associated protein 91",v35_40,1
9897,"WASH complex subunit 5",v06_40,1
9898,"ubiquitin associated protein 2 like",v24_40,1
9898,"ubiquitin associated protein 2 like",v35_40,1
9899,"synaptic vesicle glycoprotein 2B",v01_40,1
9899,"synaptic vesicle glycoprotein 2B",v02_40,1
9899,"synaptic vesicle glycoprotein 2B",v03_40,1
9899,"synaptic vesicle glycoprotein 2B",v06_40,1
9900,"synaptic vesicle glycoprotein 2A",v01_40,1
9900,"synaptic vesicle glycoprotein 2A",v02_40,1
9900,"synaptic vesicle glycoprotein 2A",v03_40,1
9900,"synaptic vesicle glycoprotein 2A",v04_40,1
9900,"synaptic vesicle glycoprotein 2A",v07_40,1
9900,"synaptic vesicle glycoprotein 2A",v35_40,1
9901,"SLIT-ROBO Rho GTPase activating protein 3",v02_40,1
9904,"RNA binding motif protein 19",v24_40,1
9904,"RNA binding motif protein 19",v35_40,1
9904,"RNA binding motif protein 19",v36_40,1
9905,"small G protein signaling modulator 2",v35_40,1
9906,"solute carrier family 35 member E2A",v15_40,1
9908,"G3BP stress granule assembly factor 2",v15_40,1
9908,"G3BP stress granule assembly factor 2",v22_40,1
9908,"G3BP stress granule assembly factor 2",v24_40,1
9909,"DENN domain containing 4B",v14_40,1
9911,"transmembrane and coiled-coil domain family 2",v01_40,1
9911,"transmembrane and coiled-coil domain family 2",v02_40,1
9911,"transmembrane and coiled-coil domain family 2",v03_40,1
9911,"transmembrane and coiled-coil domain family 2",v04_40,1
9911,"transmembrane and coiled-coil domain family 2",v07_40,1
9911,"transmembrane and coiled-coil domain family 2",v16_40,1
9914,"ATPase secretory pathway Ca2+ transporting 2",v22_40,1
9914,"ATPase secretory pathway Ca2+ transporting 2",v30_40,1
9914,"ATPase secretory pathway Ca2+ transporting 2",v40_40,1
9918,"non-SMC condensin I complex subunit D2",v15_40,1
9918,"non-SMC condensin I complex subunit D2",v16_40,1
9918,"non-SMC condensin I complex subunit D2",v24_40,1
9921,"ring finger protein 10",v16_40,1
9921,"ring finger protein 10",v24_40,1
9921,"ring finger protein 10",v26_40,1
9923,"zinc finger and BTB domain containing 40",v14_40,1
9925,"zinc finger and BTB domain containing 5",v27_40,1
9927,"mitofusin 2",v25_40,1
9927,"mitofusin 2",v26_40,1
9928,"kinesin family member 14",v15_40,1
9928,"kinesin family member 14",v16_40,1
9928,"kinesin family member 14",v24_40,1
9931,"helicase with zinc finger",v15_40,1
9938,"Rho GTPase activating protein 25",v12_40,1
9938,"Rho GTPase activating protein 25",v14_40,1
9938,"Rho GTPase activating protein 25",v16_40,1
9938,"Rho GTPase activating protein 25",v32_40,1
9940,"DLEC1 cilia and flagella associated protein",v24_40,1
9940,"DLEC1 cilia and flagella associated protein",v35_40,1
9941,"exo/endonuclease G",v15_40,1
9942,"xylulokinase",v31_40,1
9943,"oxidative stress responsive kinase 1",v27_40,1
9947,"MAGE family member C1",v24_40,1
9955,"heparan sulfate-glucosamine 3-sulfotransferase 3A1",v12_40,1
9955,"heparan sulfate-glucosamine 3-sulfotransferase 3A1",v14_40,1
9955,"heparan sulfate-glucosamine 3-sulfotransferase 3A1",v27_40,1
9955,"heparan sulfate-glucosamine 3-sulfotransferase 3A1",v37_40,1
9956,"heparan sulfate-glucosamine 3-sulfotransferase 2",v06_40,1
9957,"heparan sulfate-glucosamine 3-sulfotransferase 1",v02_40,1
9957,"heparan sulfate-glucosamine 3-sulfotransferase 1",v23_40,1
9957,"heparan sulfate-glucosamine 3-sulfotransferase 1",v27_40,1
9958,"ubiquitin specific peptidase 15",v15_40,1
9958,"ubiquitin specific peptidase 15",v16_40,1
9958,"ubiquitin specific peptidase 15",v26_40,1
9962,"solute carrier family 23 member 2",v21_40,1
9962,"solute carrier family 23 member 2",v37_40,1
9966,"TNF superfamily member 15",v22_40,1
9966,"TNF superfamily member 15",v34_40,1
9966,"TNF superfamily member 15",v40_40,1
9968,"mediator complex subunit 12",v14_40,1
9968,"mediator complex subunit 12",v37_40,1
9970,"nuclear receptor subfamily 1 group I member 3",v31_40,1
9971,"nuclear receptor subfamily 1 group H member 4",v31_40,1
9971,"nuclear receptor subfamily 1 group H member 4",v34_40,1
9971,"nuclear receptor subfamily 1 group H member 4",v37_40,1
9980,"DOP1 leucine zipper like protein B",v22_40,1
9980,"DOP1 leucine zipper like protein B",v40_40,1
9982,"fibroblast growth factor binding protein 1",v19_40,1
9982,"fibroblast growth factor binding protein 1",v27_40,1
9982,"fibroblast growth factor binding protein 1",v30_40,1
9985,"REC8 meiotic recombination protein",v15_40,1
9985,"REC8 meiotic recombination protein",v24_40,1
9985,"REC8 meiotic recombination protein",v35_40,1
9987,"heterogeneous nuclear ribonucleoprotein D like",v02_40,1
9987,"heterogeneous nuclear ribonucleoprotein D like",v23_40,1
9989,"protein phosphatase 4 regulatory subunit 1",v27_40,1
9990,"solute carrier family 12 member 6",v16_40,1
9990,"solute carrier family 12 member 6",v24_40,1
9991,"polypyrimidine tract binding protein 3",v15_40,1
9991,"polypyrimidine tract binding protein 3",v16_40,1
9991,"polypyrimidine tract binding protein 3",v24_40,1
9991,"polypyrimidine tract binding protein 3",v27_40,1
9992,"potassium voltage-gated channel subfamily E regulatory subunit 2",v28_40,1
9992,"potassium voltage-gated channel subfamily E regulatory subunit 2",v29_40,1
9993,"DiGeorge syndrome critical region gene 2",v38_40,1
9994,"caspase 8 associated protein 2",v15_40,1
10003,"N-acetylated alpha-linked acidic dipeptidase 2",v24_40,1
10003,"N-acetylated alpha-linked acidic dipeptidase 2",v35_40,1
10003,"N-acetylated alpha-linked acidic dipeptidase 2",v37_40,1
10006,"abl interactor 1",v15_40,1
10007,"glucosamine-6-phosphate deaminase 1",v34_40,1
10010,"TRAF family member associated NFKB activator",v15_40,1
10010,"TRAF family member associated NFKB activator",v16_40,1
10013,"histone deacetylase 6",v24_40,1
10013,"histone deacetylase 6",v31_40,1
10013,"histone deacetylase 6",v34_40,1
10013,"histone deacetylase 6",v35_40,1
10017,"BCL2 like 10",v38_40,1
10018,"BCL2 like 11",v24_40,1
10019,"SH2B adaptor protein 3",v14_40,1
10020,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",v21_40,1
10020,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",v31_40,1
10020,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",v40_40,1
10022,"insulin like 5",v30_40,1
10024,"trophinin associated protein",v15_40,1
10024,"trophinin associated protein",v16_40,1
10024,"trophinin associated protein",v24_40,1
10025,"mediator complex subunit 16",v38_40,1
10036,"chromatin assembly factor 1 subunit A",v15_40,1
10036,"chromatin assembly factor 1 subunit A",v16_40,1
10036,"chromatin assembly factor 1 subunit A",v24_40,1
10038,"poly(ADP-ribose) polymerase 2",v02_40,1
10038,"poly(ADP-ribose) polymerase 2",v24_40,1
10043,"target of myb1 membrane trafficking protein",v27_40,1
10046,"mastermind like domain containing 1",v24_40,1
10047,"cystatin 8",v24_40,1
10048,"RAN binding protein 9",v24_40,1
10048,"RAN binding protein 9",v27_40,1
10049,"DnaJ heat shock protein family (Hsp40) member B6",v02_40,1
10049,"DnaJ heat shock protein family (Hsp40) member B6",v26_40,1
10050,"solute carrier family 17 member 4",v31_40,1
10050,"solute carrier family 17 member 4",v38_40,1
10051,"structural maintenance of chromosomes 4",v15_40,1
10051,"structural maintenance of chromosomes 4",v16_40,1
10051,"structural maintenance of chromosomes 4",v24_40,1
10052,"gap junction protein gamma 1",v21_40,1
10054,"ubiquitin like modifier activating enzyme 2",v15_40,1
10054,"ubiquitin like modifier activating enzyme 2",v24_40,1
10055,"SUMO1 activating enzyme subunit 1",v24_40,1
10058,"ATP binding cassette subfamily B member 6 (Langereis blood group)",v24_40,1
10060,"ATP binding cassette subfamily C member 9",v21_40,1
10060,"ATP binding cassette subfamily C member 9",v26_40,1
10060,"ATP binding cassette subfamily C member 9",v38_40,1
10061,"ATP binding cassette subfamily F member 2",v19_40,1
10061,"ATP binding cassette subfamily F member 2",v24_40,1
10061,"ATP binding cassette subfamily F member 2",v26_40,1
10061,"ATP binding cassette subfamily F member 2",v38_40,1
10067,"secretory carrier membrane protein 3",v26_40,1
10069,"RWD domain containing 2B",v26_40,1
10073,"snurportin 1",v24_40,1
10076,"protein tyrosine phosphatase receptor type U",v03_40,1
10077,"tetraspanin 32",v16_40,1
10077,"tetraspanin 32",v25_40,1
10078,"tumor suppressing subtransferable candidate 4",v24_40,1
10083,"USH1 protein network component harmonin",v03_40,1
10083,"USH1 protein network component harmonin",v04_40,1
10083,"USH1 protein network component harmonin",v07_40,1
10083,"USH1 protein network component harmonin",v30_40,1
10083,"USH1 protein network component harmonin",v34_40,1
10085,"EGF like repeats and discoidin domains 3",v01_40,1
10085,"EGF like repeats and discoidin domains 3",v03_40,1
10085,"EGF like repeats and discoidin domains 3",v04_40,1
10085,"EGF like repeats and discoidin domains 3",v07_40,1
10086,"HERV-H LTR-associating 1",v38_40,1
10089,"potassium two pore domain channel subfamily K member 7",v19_40,1
10089,"potassium two pore domain channel subfamily K member 7",v27_40,1
10090,"uronyl 2-sulfotransferase",v36_40,1
